VICTIM,Cut Tree,Category Damage
T0110075994,T0210107986,2
T0110075994,T0210107992,2
T0110074933,T0210108931,1
T0210138954,T0210109976,2
T0110075994,T0210112986,2
T0210102983,T0210113950,1
T0209145867,T0210116902,1
T0209110886,T0210136907,2
T0210135964,T0210138930,2
T0209110886,T0210139906,2
T0210135964,T0210140927,2
T0210135964,T0210140934,2
T0210135964,T0210141927,2
T0210124975,T0210153956,2
T0210138954,T0210158922,1
T0210138954,T0210163915,1
T0210195949,T0210169970,2
T0210195949,T0210169972,2
T0210167940,T0210171954,1
T0210195949,T0210172968,2
T0210195949,T0210172976,2
T0210195949,T0210173974,2
T0210195949,T0210174972,2
T0210195949,T0210174973,2
T0210195949,T0210176975,2
T0210167940,T0210199947,2
T0101018027,T0301201000,1
T0301206004,T0301201042,2
T0301206004,T0301204043,2
T0301206004,T0301205037,2
T0301206004,T0301208037,2
T0301215048,T0301212045,1
T0101018027,T0301227000,1
T0301261051,T0301229037,2
T0301261051,T0301229037,2
T0101018027,T0301231000,1
T0301264029,T0301231029,2
T0301266055,T0301231059,2
T0301264029,T0301232028,2
T0301261051,T0301232040,2
T0301261051,T0301232041,2
T0301261051,T0301233037,2
T0301266055,T0301233061,2
T0301266055,T0301233062,2
T0301266055,T0301234060,2
T0301266055,T0301234067,2
T0301264029,T0301235029,2
T0301261051,T0301235038,2
T0301264029,T0301237028,2
T0101018027,T0301239000,1
T0302273106,T0301244088,2
T0302273106,T0301244089,2
T0302273106,T0301246087,2
T0302273106,T0301250092,2
T0301259045,T0301253070,1
T0101018027,T0301254000,1
T0302228101,T0301254086,2
T0301272051,T0301257085,1
T0301255041,T0301259073,2
T0301256028,T0301261041,1
T0301255041,T0301263070,2
T0301255041,T0301264068,2
T0101018027,T0301267000,1
T0302277115,T0301268082,2
T0302277115,T0301268083,2
T0101018027,T0301287000,1
T0301256028,T0301287045,2
T0301256028,T0301288042,2
T0301256028,T0301290038,2
T0301259045,T0301291036,2
T0301259045,T0301294036,2
T0301259045,T0301295040,2
T0302298117,T0301299098,1
T0302298117,T0301299099,1
T0202183165,T0302202192,2
T0202183165,T0302203193,2
T0202183165,T0302205185,1
T0202184118,T0302206142,2
T0202183165,T0302206187,2
T0202184118,T0302207136,2
T0202184118,T0302209142,2
T0202184118,T0302210149,1
T0202184118,T0302210150,1
T0202184118,T0302211150,1
T0202191142,T0302221144,2
T0202191142,T0302224145,2
T0202191142,T0302225148,2
T0302210111,T0302226140,2
T0202191142,T0302227144,2
T0202191142,T0302228145,2
T0202191142,T0302228146,2
T0302210111,T0302231121,1
T0302210111,T0302232122,1
T0301230081,T0302233115,2
T0301230081,T0302235114,2
T0301230081,T0302238114,2
T0302238183,T0302243177,1
T0302210111,T0302244128,1
T0302266164,T0302245198,1
T0302215192,T0302246199,2
T0302266164,T0302248194,1
T0302280137,T0302253124,1
T0302285140,T0302254157,2
T0302266164,T0302254184,1
T0302277115,T0302255109,1
T0302285140,T0302255154,2
T0302285140,T0302256163,2
T0302285140,T0302257154,2
T0302238183,T0302257159,1
T0302238183,T0302258159,1
T0302231136,T0302259138,2
T0302231136,T0302261135,2
T0302285140,T0302261157,2
T0302238183,T0302262154,1
T0302231136,T0302263133,2
T0302231136,T0302263137,2
T0302298117,T0302264122,2
T0302280137,T0302265110,2
T0302231136,T0302266136,2
T0302280137,T0302267106,2
T0302298117,T0302267122,2
T0302280137,T0302268106,2
T0302298117,T0302268115,2
T0302282155,T0302273187,2
T0302270171,T0302274177,1
T0302244186,T0302275162,1
T0302244186,T0302275163,1
T0302244186,T0302275163,1
T0302282155,T0302276185,2
T0302282155,T0302277185,2
T0303280209,T0302278174,2
T0302282155,T0302279186,2
T0402314109,T0302286131,2
T0303280204,T0302286178,1
T0302270171,T0302286195,1
T0402314109,T0302287128,2
T0402314109,T0302288125,2
T0302266164,T0302291146,2
T0302266164,T0302292146,2
T0402314109,T0302293127,2
T0302266164,T0302293149,2
T0302270171,T0302297185,2
T0402318151,T0302298177,2
T0302270171,T0302298190,2
T0302270171,T0302298192,2
T0304212303,T0303200269,2
T0304212303,T0303200275,2
T0203184252,T0303204280,2
T0203184252,T0303204280,2
T0203184252,T0303207271,2
T0203184252,T0303207280,2
T0203175209,T0303208211,1
T0203184252,T0303208274,1
T0203184252,T0303208277,2
T0203184252,T0303209276,1
T0203175209,T0303210211,1
T0203184252,T0303210277,1
T0302238183,T0303212203,2
T0203184252,T0303213279,1
T0302238183,T0303214207,2
T0302238183,T0303216203,2
T0303252273,T0303216286,1
T0303221235,T0303219265,1
T0304238330,T0303219297,1
T0302244186,T0303221210,2
T0302244186,T0303221216,2
T0302215192,T0303224224,1
T0303238282,T0303224254,2
T0303238282,T0303224255,2
T0303238282,T0303227252,2
T0302244186,T0303228211,2
T0303270289,T0303239254,1
T0302215192,T0303242200,2
T0303270289,T0303242269,2
T0303270289,T0303243271,2
T0303280204,T0303244213,2
T0303270289,T0303244271,2
T0303270289,T0303245270,2
T0303280204,T0303246207,2
T0303280204,T0303246215,2
T0303280204,T0303246215,2
T0302215192,T0303247201,2
T0303280204,T0303248211,2
T0303270289,T0303248266,2
T0303237247,T0303248278,2
T0302215192,T0303249202,2
T0303280204,T0303249209,2
T0303237247,T0303250278,2
T0303221235,T0303252236,2
T0303237247,T0303253279,2
T0303221289,T0303254292,2
T0303221235,T0303255230,2
T0303221235,T0303255231,2
T0303237247,T0303255276,2
T0303221235,T0303256231,2
T0303221235,T0303256233,2
T0303221289,T0303257293,2
T0303252273,T0303259241,2
T0303252273,T0303262237,2
T0303252273,T0303263237,2
T0303290257,T0303263295,1
T0303252273,T0303264245,2
T0303237247,T0303264261,1
T0303290257,T0303264294,1
T0303252273,T0303265245,2
T0303252273,T0303267238,2
T0303299298,T0303268292,1
T0303280209,T0303269208,1
T0303290257,T0303274279,1
T0303237247,T0303275267,1
T0303299298,T0303275293,1
T0303291217,T0303279248,1
T0303291217,T0303281242,1
T0303291217,T0303289222,1
T0303299298,T0303290267,2
T0404311328,T0303292297,2
T0303299298,T0303293265,2
T0303299298,T0303294269,2
T0403300249,T0303297264,1
T0303299298,T0303297268,2
T0304270307,T0303297298,2
T0403300249,T0303298259,1
T0304241375,T0304203373,2
T0304238330,T0304205313,2
T0304238330,T0304205314,2
T0304241375,T0304205371,2
T0304241375,T0304206370,2
T0304241375,T0304206374,2
T0304241375,T0304206376,2
T0304238330,T0304208313,2
T0304238330,T0304208313,2
T0304238330,T0304208316,2
T0304241375,T0304209372,2
T0304238330,T0304211310,2
T0304245356,T0304215340,2
T0304245356,T0304218342,2
T0304245356,T0304218342,2
T0305207401,T0304220385,1
T0305207401,T0304220386,1
T0304245356,T0304221344,2
T0304252351,T0304222335,1
T0303221289,T0304223307,1
T0304252351,T0304224336,1
T0303221289,T0304225322,1
T0304252351,T0304226337,1
T0305207401,T0304227377,1
T0304245356,T0304234335,1
T0304252351,T0304236317,2
T0304241375,T0304240336,1
T0304241375,T0304240344,1
T0304241375,T0304240345,1
T0304241375,T0304240349,1
T0304244320,T0304248323,1
T0304244320,T0304262333,1
T0304244320,T0304262346,2
T0304270307,T0304263332,1
T0304270307,T0304263332,1
T0304282356,T0304263349,1
T0304244320,T0304266344,2
T0304282356,T0304268329,2
T0304282356,T0304269328,2
T0304269369,T0304275396,2
T0304269369,T0304275396,2
T0404311328,T0304279304,1
T0304244320,T0304280347,1
T0304269369,T0304280398,2
T0404311328,T0304283307,1
T0304278384,T0304284377,1
T0404311328,T0304289306,2
T0404311328,T0304289311,1
T0404311328,T0304292314,1
T0304278384,T0304294366,1
T0304269369,T0304296376,1
T0305243474,T0305209449,1
T0305202472,T0305214448,2
T0305202472,T0305215444,2
T0305202472,T0305215445,2
T0305202472,T0305216440,2
T0305202472,T0305216443,2
T0305202472,T0305218444,2
T0205190443,T0305219434,2
T0305243474,T0305219457,1
T0205190443,T0305220435,2
T0306252515,T0305220495,2
T0205190443,T0305221438,2
T0305243474,T0305221449,2
T0205190443,T0305222434,2
T0306252515,T0305222495,2
T0205190443,T0305224437,2
T0306252515,T0305225494,2
T0306252515,T0305225496,2
T0306252515,T0305225496,2
T0305263441,T0305227440,2
T0305263441,T0305228437,2
T0305263441,T0305230439,2
T0305263441,T0305232434,2
T0305243474,T0305232466,1
T0305243474,T0305232466,1
T0305246442,T0305233472,2
T0305246442,T0305233475,2
T0305246442,T0305235469,2
T0305246442,T0305235470,2
T0305246442,T0305236469,2
T0305246442,T0305237476,2
T0305246442,T0305238469,2
T0305246442,T0305238469,2
T0305246442,T0305239477,2
T0305214487,T0305244489,2
T0305214487,T0305246481,2
T0304278384,T0305249406,2
T0304278384,T0305252408,2
T0304278384,T0305256406,2
T0305263441,T0305261428,1
T0305296469,T0305263458,2
T0305296469,T0305264461,2
T0305263400,T0305265405,1
T0305246442,T0305268435,1
T0305272448,T0305271415,2
T0306265504,T0305271494,1
T0304269369,T0305272401,2
T0305272448,T0305272416,2
T0305272448,T0305273418,2
T0305263400,T0305274428,1
T0304269369,T0305277401,2
T0304269369,T0305278403,2
T0405309420,T0305278412,1
T0306265504,T0305278482,1
T0304289384,T0305284419,1
T0405309440,T0305286464,2
T0305284468,T0305286491,1
T0405309440,T0305287464,2
T0404324392,T0305288405,2
T0405309440,T0305288461,2
T0305263400,T0305295411,2
T0305263400,T0305295416,2
T0404324393,T0305296406,2
T0305263400,T0305298411,2
T0305263400,T0305298414,2
T0306233514,T0306203529,2
T0306233514,T0306203531,2
T0306233514,T0306208532,2
T0306203550,T0306208581,2
T0306203550,T0306210578,2
T0306203550,T0306211583,2
T0305214487,T0306212522,1
T0305208496,T0306217501,1
T0305208496,T0306219525,2
T0306252515,T0306221501,2
T0305208496,T0306221528,2
T0306203550,T0306222553,1
T0306252515,T0306223500,2
T0305208496,T0306229508,1
T0306265504,T0306236522,2
T0306265504,T0306237517,2
T0306265504,T0306238517,2
T0306265504,T0306241520,2
T0306265504,T0306241522,2
T0306252515,T0306245503,1
T0306272555,T0306261584,1
T0306290558,T0306262540,1
T0306244547,T0306262572,1
T0306272555,T0306263578,1
T0306290558,T0306266543,1
T0306290558,T0306268544,1
T0306298582,T0306268585,1
T0306244547,T0306270568,2
T0306293540,T0306272574,2
T0306244547,T0306273571,2
T0306290558,T0306274535,2
T0306290558,T0306276531,2
T0306290558,T0306276532,2
T0306244547,T0306276568,2
T0406307501,T0306278509,1
T0306293540,T0306278570,2
T0306258584,T0306283562,2
T0306258584,T0306283566,2
T0307268634,T0306283598,1
T0406312516,T0306286527,1
T0406307501,T0306290506,1
T0306265542,T0306294538,2
T0306265542,T0306294539,2
T0306265542,T0306296538,2
T0306298582,T0306297549,2
T0306298582,T0306297549,2
T0306265542,T0306298534,2
T0306298582,T0306298548,2
T0306298582,T0306299553,2
T0307229649,T0307202633,2
T0307229649,T0307203628,2
T0307229649,T0307204636,2
T0307229649,T0307205628,2
T0307229649,T0307206629,2
T0307232684,T0307207661,2
T0307232684,T0307207665,2
T0307232684,T0307209669,2
T0307232684,T0307210666,2
T0307232684,T0307225675,1
T0308225714,T0307226683,2
T0307255678,T0307228660,2
T0307255678,T0307229656,2
T0307255678,T0307230665,2
T0308225714,T0307230679,2
T0308225714,T0307232677,2
T0307255678,T0307233646,1
T0307255678,T0307233663,2
T0307268634,T0307237649,2
T0307268634,T0307237649,2
T0307210619,T0307241617,2
T0307268634,T0307242644,2
T0307233654,T0307244686,2
T0307210619,T0307245616,2
T0307282650,T0307245648,2
T0307282650,T0307245649,2
T0307210619,T0307246616,2
T0307210619,T0307246617,2
T0307219673,T0307246636,1
T0307282650,T0307246648,2
T0307282650,T0307247644,2
T0307282650,T0307247648,2
T0308248710,T0307247675,2
T0307233654,T0307247685,2
T0307233654,T0307248685,2
T0307252668,T0307249634,2
T0307233654,T0307249684,2
T0307233654,T0307249685,2
T0308248710,T0307250674,2
T0308248710,T0307250676,2
T0307282650,T0307251647,2
T0308248710,T0307251678,2
T0307233654,T0307251684,2
T0307233654,T0307252681,2
T0307233654,T0307252685,2
T0307252668,T0307253631,2
T0307252668,T0307253632,2
T0307252668,T0307254639,2
T0307252668,T0307255633,2
T0307252668,T0307256633,2
T0307233654,T0307268672,1
T0307253609,T0307270635,2
T0307233654,T0307271674,1
T0307253609,T0307272636,2
T0307253609,T0307276633,2
T0307253609,T0307276638,2
T0307268634,T0307278610,1
T0307253609,T0307278638,2
T0307268634,T0307279607,1
T0307282650,T0307280629,1
T0307283621,T0307289656,2
T0406311586,T0307292608,2
T0406311586,T0307293613,2
T0208181719,T0308200751,1
T0209177810,T0308201784,2
T0209177810,T0308201785,2
T0209177810,T0308202782,2
T0208181719,T0308205758,1
T0208181719,T0308208737,2
T0308221732,T0308209717,1
T0208181719,T0308209741,2
T0208181719,T0308210740,2
T0208181719,T0308211740,2
T0208181719,T0308214735,2
T0208181719,T0308215737,2
T0208181719,T0308215739,2
T0308248710,T0308216713,1
T0309202821,T0308216796,2
T0309202821,T0308216797,2
T0309202821,T0308218793,2
T0308248710,T0308222712,1
T0309202821,T0308224797,2
T0309257823,T0308233793,2
T0309257823,T0308236792,2
T0309257823,T0308236798,2
T0309257823,T0308239796,2
T0309257823,T0308239796,2
T0309257823,T0308240795,2
T0309229818,T0308259791,1
T0308245758,T0308276752,2
T0308245758,T0308276757,2
T0308245758,T0308277750,2
T0308245758,T0308281752,2
T0308245758,T0308282757,2
T0308276741,T0308283766,1
T0308270769,T0308286795,1
T0407323686,T0308288718,1
T0407323686,T0308291715,1
T0308270769,T0308294787,2
T0308270769,T0308295784,2
T0407323686,T0308296712,1
T0408306728,T0308296732,1
T0308270769,T0308299786,2
T0309229818,T0309203841,2
T0309229818,T0309206843,2
T0309229818,T0309206846,2
T0309229818,T0309207844,2
T0309204868,T0309226864,1
T0309237846,T0309229883,1
T0309245878,T0309229887,1
T0309204868,T0309234862,1
T0309204868,T0309236862,1
T0309269880,T0309236892,2
T0309269880,T0309236894,2
T0309231856,T0309237887,2
T0308217796,T0309238818,2
T0309269880,T0309238894,2
T0308217796,T0309239816,2
T0308217796,T0309240811,2
T0309231856,T0309241884,2
T0309235872,T0309242881,1
T0309231856,T0309242886,2
T0308217796,T0309243814,2
T0308217796,T0309243819,2
T0308217796,T0309244816,2
T0309268839,T0309244843,1
T0309268839,T0309248842,1
T0308249781,T0309250814,2
T0309286888,T0309250894,1
T0308249781,T0309252812,2
T0308249781,T0309254816,2
T0309235872,T0309255899,1
T0308249781,T0309256814,2
T0309231856,T0309257863,1
T0309245878,T0309260847,2
T0309245878,T0309260848,2
T0309235872,T0309260895,2
T0309245878,T0309261853,2
T0309231856,T0309262864,1
T0309235872,T0309262889,2
T0309235872,T0309262893,2
T0309235872,T0309263887,2
T0309245878,T0309264850,2
T0309235872,T0309264889,2
T0309237846,T0309269836,2
T0309268839,T0309271807,2
T0309237846,T0309272842,2
T0309268839,T0309273809,2
T0309237846,T0309273841,2
T0309269880,T0309273869,1
T0309268839,T0309274811,2
T0310281918,T0309274886,2
T0310281918,T0309275892,2
T0409308833,T0309277820,1
T0409312828,T0309277827,1
T0309268839,T0309278806,2
T0409312828,T0309278827,1
T0409312828,T0309280827,1
T0409308833,T0309281822,1
T0309270822,T0309287844,2
T0409308833,T0309289825,1
T0409308833,T0309290825,1
T0309270822,T0309290845,2
T0409308833,T0309292802,2
T0409308833,T0309292802,2
T0409323810,T0309292807,2
T0309270822,T0309294842,2
T0309270822,T0309294844,1
T0309270822,T0309295844,2
T0309270822,T0309295845,1
T0409308833,T0309296805,2
T0409308833,T0309297809,2
T0210167940,T0310200946,2
T0309204868,T0310201903,2
T0210167940,T0310201953,2
T0210167940,T0310202946,2
T0210167940,T0310202946,2
T0209190888,T0310204915,2
T0210167940,T0310204951,2
T0209190888,T0310206915,2
T0209190888,T0310206920,2
T0209190888,T0310206920,2
T0209190888,T0310207917,2
T0209190888,T0310207921,2
T0309245878,T0310208900,1
T0209190888,T0310208923,2
T0209190888,T0310218901,1
T0209190888,T0310219901,1
T0310210948,T0310221960,1
T0310252928,T0310224948,2
T0310252928,T0310227947,2
T0310252928,T0310228950,2
T0310252928,T0310229948,2
T0310210948,T0310229969,1
T0310252928,T0310230944,2
T0310210948,T0310235970,2
T0310210948,T0310236974,2
T0310210948,T0310237969,2
T0310210948,T0310237974,2
T0310210948,T0310240974,2
T0310214969,T0310244972,2
T0310255974,T0310245940,2
T0310255974,T0310245946,2
T0310214969,T0310246980,2
T0310214969,T0310247977,2
T0310214969,T0310247980,2
T0310247998,T0310248979,1
T0310247998,T0310248986,1
T0310247998,T0310248986,1
T0310255974,T0310250942,2
T0310255974,T0310250944,2
T0310214969,T0310250978,2
T0310294932,T0310257941,2
T0309235872,T0310258902,1
T0310294932,T0310258944,2
T0310274968,T0310265997,2
T0310281918,T0310269915,1
T0310252928,T0310270902,1
T0410307985,T0310270992,2
T0310274968,T0310273997,2
T0310269958,T0310275923,2
T0410307985,T0310275992,2
T0310247987,T0310277983,2
T0310247987,T0310277983,2
T0310269958,T0310278927,2
T0310247987,T0310278984,2
T0410307985,T0310278994,2
T0310247987,T0310282979,2
T0310247987,T0310282985,2
T0310247987,T0310284985,2
T0310247987,T0310285985,2
T0310286953,T0310292981,2
T0310286953,T0310296981,2
T0310286953,T0310296987,2
T0301272051,T0401300043,2
T0301272051,T0401301043,2
T0301272051,T0401302041,2
T0301272051,T0401303038,2
T0301272051,T0401304036,2
T0101018027,T0401307000,1
T0401319062,T0401313080,1
T0401351058,T0401316025,1
T0401300022,T0401317053,2
T0402338121,T0401322087,2
T0401300022,T0401324038,1
T0402338121,T0401324093,2
T0402338121,T0401325092,2
T0401351058,T0401328031,2
T0401351058,T0401329037,1
T0401357025,T0401331002,2
T0401357025,T0401331004,2
T0401357025,T0401331008,2
T0401357025,T0401332005,2
T0401357025,T0401332006,2
T0401357025,T0401333001,2
T0401357025,T0401333006,2
T0401357025,T0401335003,2
T0401315009,T0401335038,1
T0401300022,T0401336047,1
T0401315009,T0401338024,2
T0401315009,T0401339027,2
T0401327046,T0401339077,2
T0401327046,T0401341078,2
T0401327046,T0401344076,2
T0401327046,T0401344078,2
T0401327046,T0401346075,2
T0401319062,T0401347053,2
T0401327046,T0401348078,2
T0401319062,T0401349049,2
T0401374029,T0401357053,1
T0401327046,T0401363065,1
T0401339053,T0401364042,2
T0401339053,T0401366038,2
T0402383119,T0401366087,2
T0402383119,T0401367087,2
T0402383119,T0401369087,2
T0402383119,T0401369088,2
T0101018027,T0401370000,1
T0401339053,T0401371039,2
T0402383119,T0401375087,2
T0101018027,T0401388000,1
T0401374029,T0401397010,2
T0402338121,T0402300103,1
T0302270171,T0402300192,2
T0302285140,T0402301116,1
T0302285140,T0402305110,1
T0302282155,T0402307149,1
T0402328138,T0402308162,2
T0402328138,T0402310167,2
T0402338121,T0402313109,1
T0402314109,T0402317105,1
T0402338121,T0402318112,1
T0402357102,T0402325106,2
T0402357102,T0402326104,2
T0402318151,T0402326146,1
T0402354146,T0402334140,1
T0402318151,T0402334141,1
T0402318151,T0402337139,1
T0402354146,T0402340116,2
T0402352110,T0402340142,2
T0402354146,T0402341112,2
T0402328138,T0402341128,1
T0402377175,T0402341182,2
T0402354146,T0402342115,2
T0402383119,T0402344104,1
T0402354146,T0402344110,2
T0402328138,T0402345125,1
T0402352110,T0402345138,2
T0402352110,T0402345140,2
T0402352110,T0402345144,2
T0402377175,T0402345183,2
T0402354146,T0402347117,2
T0402377175,T0402347182,2
T0402344119,T0402348124,1
T0402383119,T0402353107,1
T0402383119,T0402356109,1
T0402383119,T0402358109,1
T0402344119,T0402360140,1
T0402344119,T0402367141,2
T0402344119,T0402367142,2
T0401397088,T0402370105,1
T0402344119,T0402370139,2
T0402344119,T0402370140,2
T0402344119,T0402371137,2
T0402344119,T0402371140,2
T0402344119,T0402373136,2
T0401397088,T0402374102,1
T0402344119,T0402374143,2
T0402344119,T0402374158,1
T0402352110,T0402375103,1
T0402344119,T0402376142,2
T0402377175,T0402382152,1
T0402377175,T0402383149,1
T0502419110,T0402386108,2
T0502419110,T0402386111,2
T0502419110,T0402386112,2
T0402380111,T0402388140,1
T0402382188,T0402391185,1
T0304270307,T0403302298,2
T0403325222,T0403306247,2
T0403325222,T0403310249,2
T0403325222,T0403310249,2
T0404304322,T0403310288,2
T0404304322,T0403310289,2
T0404304322,T0403311289,2
T0403325222,T0403312247,2
T0303290257,T0403314234,2
T0303290257,T0403314234,2
T0404304322,T0403314287,2
T0303290257,T0403316235,2
T0303290257,T0403318236,2
T0303290257,T0403318238,2
T0303290257,T0403318241,2
T0303291217,T0403321202,2
T0303291217,T0403321208,2
T0303291217,T0403321209,2
T0303290257,T0403321239,2
T0303291217,T0403322204,2
T0303291217,T0403323202,2
T0403344230,T0403323259,2
T0403344230,T0403325259,2
T0403344230,T0403327252,2
T0403300249,T0403328244,2
T0403300249,T0403329240,2
T0403300249,T0403330240,2
T0403344230,T0403331256,2
T0403317261,T0403333277,1
T0403317261,T0403333277,1
T0403300249,T0403334246,2
T0403347249,T0403336278,2
T0403317261,T0403337282,1
T0403317261,T0403338283,1
T0403317261,T0403339283,1
T0403317261,T0403339284,1
T0404365308,T0403349296,1
T0403353241,T0403351208,2
T0403317261,T0403352296,1
T0403353241,T0403354210,2
T0403317261,T0403354298,1
T0403353241,T0403357209,2
T0403390269,T0403360295,1
T0403343287,T0403361297,1
T0403392223,T0403364246,2
T0403392223,T0403364247,2
T0403392223,T0403364247,2
T0403343287,T0403364299,1
T0403392223,T0403366245,2
T0403392223,T0403367248,2
T0403330287,T0403367294,1
T0403330287,T0403367294,1
T0402382188,T0403369223,2
T0403392223,T0403370248,2
T0402382188,T0403373215,2
T0402382188,T0403373224,2
T0503406217,T0403376216,2
T0403347249,T0403382236,1
T0404360322,T0403385291,1
T0503413291,T0403386269,1
T0404360322,T0403386289,1
T0503413291,T0403390269,2
T0503413291,T0403393266,2
T0503413291,T0403394269,2
T0503413291,T0403396266,2
T0404363301,T0403396291,2
T0404363301,T0403396295,2
T0503413291,T0403397268,2
T0404363301,T0403397287,2
T0404363301,T0403397290,2
T0405309420,T0404301386,2
T0405309420,T0404302385,2
T0304278384,T0404306352,1
T0404333378,T0404306357,2
T0404333378,T0404308357,2
T0304297334,T0404308360,1
T0304297334,T0404309361,1
T0404333378,T0404310357,2
T0304297334,T0404310364,1
T0404302361,T0404316378,1
T0404311320,T0404320355,1
T0304289384,T0404321376,2
T0304297334,T0404323349,2
T0304289384,T0404323381,2
T0304297334,T0404324348,2
T0304297334,T0404325346,2
T0404360376,T0404327359,2
T0304297334,T0404328351,2
T0404302361,T0404328381,2
T0404302361,T0404328391,1
T0304297334,T0404330350,2
T0404313398,T0404330371,2
T0404313398,T0404330373,2
T0304297334,T0404331347,2
T0304297334,T0404331347,2
T0404313398,T0404331373,2
T0404302361,T0404332396,1
T0404360376,T0404333361,2
T0403330287,T0404335325,2
T0404313398,T0404336376,2
T0404324393,T0404337365,1
T0404313398,T0404337373,2
T0404313398,T0404337373,2
T0403330287,T0404339321,2
T0403330287,T0404340324,2
T0404311320,T0404341329,2
T0404360376,T0404345345,1
T0404360376,T0404348352,1
T0404363301,T0404354336,1
T0404363301,T0404357325,1
T0403343287,T0404360315,2
T0403343287,T0404361312,2
T0403343287,T0404363313,2
T0504400339,T0404365309,1
T0504400339,T0404366310,1
T0403343287,T0404373304,1
T0504400339,T0404379316,2
T0504400339,T0404380309,2
T0504415347,T0404381358,2
T0403375298,T0404382331,2
T0504415347,T0404382360,2
T0504415347,T0404385360,2
T0504415347,T0404386359,2
T0403375298,T0404390333,2
T0504415347,T0404390358,2
T0405331449,T0405301487,1
T0405331449,T0405302484,1
T0405331449,T0405304482,1
T0405331449,T0405305480,1
T0405321447,T0405306474,2
T0405321447,T0405309474,2
T0405344440,T0405310440,2
T0405344440,T0405314443,2
T0305284468,T0405317475,2
T0305284468,T0405318475,2
T0405354495,T0405318481,1
T0305284468,T0405319467,2
T0405314455,T0405319477,1
T0305284468,T0405320469,2
T0405309440,T0405321429,1
T0406312516,T0405322486,2
T0406312516,T0405324486,2
T0406312516,T0405326481,2
T0406312516,T0405330484,2
T0405321447,T0405331441,1
T0405354495,T0405339465,2
T0405354495,T0405341460,2
T0405377454,T0405341484,1
T0405321447,T0405342434,1
T0405314455,T0405342462,2
T0405314455,T0405342462,2
T0405377454,T0405342483,1
T0405314455,T0405343465,2
T0405314455,T0405346467,2
T0405321447,T0405348431,1
T0405314455,T0405348461,2
T0405314455,T0405348463,2
T0405314455,T0405348464,2
T0405321447,T0405350429,1
T0405331449,T0405354426,2
T0405331449,T0405354427,2
T0405331449,T0405355429,2
T0405331449,T0405357424,2
T0405331449,T0405357432,2
T0405331449,T0405358427,2
T0405331449,T0405359427,2
T0405351467,T0405362479,1
T0405377454,T0405371459,1
T0405375447,T0405371478,2
T0405375447,T0405373481,2
T0405375447,T0405374481,2
T0405351467,T0405374487,2
T0405351467,T0405375491,2
T0405375447,T0405376479,2
T0405351467,T0405377490,2
T0405351467,T0405377492,2
T0405351467,T0405378488,2
T0405351467,T0405378496,1
T0505412493,T0405387476,2
T0505412493,T0405388471,2
T0505412493,T0405388471,2
T0505412493,T0405388476,2
T0505422417,T0405390406,2
T0505422417,T0405391403,2
T0505412493,T0405391472,2
T0505412493,T0405391475,2
T0505422417,T0405392402,2
T0505422417,T0405392405,2
T0505412493,T0405392469,1
T0506403523,T0405393489,2
T0405377454,T0405394431,2
T0405377454,T0405395432,2
T0405377454,T0405395433,2
T0405368440,T0405395454,2
T0405377454,T0405396429,2
T0405377454,T0405397433,2
T0405377454,T0405398432,2
T0405368440,T0405398448,2
T0306298582,T0406300556,2
T0406308549,T0406300584,2
T0406308549,T0406300586,2
T0306265542,T0406301538,2
T0306272555,T0406301539,2
T0306298582,T0406301551,2
T0306298582,T0406302548,2
T0406308549,T0406303586,2
T0406301533,T0406304537,1
T0306293540,T0406323522,1
T0406338555,T0406324592,1
T0406338555,T0406324592,1
T0406301533,T0406325565,1
T0406301533,T0406326565,1
T0406301533,T0406327552,2
T0406301533,T0406327555,2
T0406318564,T0406328595,2
T0406318564,T0406328596,2
T0406301533,T0406329556,2
T0406301533,T0406330571,1
T0406318564,T0406330595,2
T0406318564,T0406330599,2
T0406301533,T0406331554,2
T0406338555,T0406333569,1
T0406338555,T0406334566,1
T0406311586,T0406335569,1
T0406308549,T0406342544,1
T0406308549,T0406345543,1
T0406318564,T0406345575,1
T0406374552,T0406350526,2
T0406374552,T0406351532,1
T0406318564,T0406351578,1
T0406374552,T0406352523,2
T0406374552,T0406353525,2
T0406336578,T0406353556,1
T0406374552,T0406355524,2
T0406374552,T0406357537,1
T0406386542,T0406367568,2
T0406386542,T0406370570,2
T0406338555,T0406371539,2
T0406338555,T0406371540,2
T0406338555,T0406371546,2
T0406386542,T0406371566,2
T0406386542,T0406371573,2
T0406386542,T0406375572,2
T0406386542,T0406375573,2
T0405351467,T0406380500,1
T0405351467,T0406385505,1
T0506417566,T0406388583,2
T0506417566,T0406388586,2
T0506417566,T0406390582,2
T0506417566,T0406390587,2
T0506428560,T0406391563,2
T0506417566,T0406391584,2
T0506417566,T0406391584,2
T0506428560,T0406392570,2
T0506428560,T0406393568,2
T0506417566,T0406393585,2
T0506417566,T0406393585,2
T0506428560,T0406395561,2
T0506428560,T0406395566,2
T0506413546,T0406396577,2
T0506413546,T0406396578,2
T0406336578,T0407307600,2
T0406336578,T0407307604,2
T0406336578,T0407312600,2
T0406336578,T0407312602,2
T0307283621,T0407317626,1
T0408306728,T0407317695,2
T0408306728,T0407319699,2
T0408306728,T0407320696,2
T0407347692,T0407323695,1
T0407326617,T0407324647,2
T0406318564,T0407328600,2
T0406318564,T0407331600,2
