BlockX,BlockY,x,y,TreeNum,species,spgroup,Diameter (dbc cm),Stem Height,Volume (m3),status,PROD,Damage(Cut angle),Damage STEM,Damage Crown,d30,VOL30
2,3,155,268,T0203155268,BSNK,5,33.4,19,0.88,KEEP,,,,,48.4,1.24
2,3,159,231,T0203159231,TTRV,5,57.2,22,2.85,CUT,2.85,118,,,72.2,3.16
2,3,161,230,T0203161230,CHMC,5,48.8,25,2.26,VICTIM,,,2.26,,,
2,3,100,262,T0203100262,THNS,5,53.5,21,2.41,VICTIM,,,,1.205,68.5,2.81
2,3,156,259,T0203156259,PRDL,5,48.7,23,2.12,CUT,2.12,4,,,63.7,2.39
2,3,132,284,T0203132284,TTRV,5,73.6,28,5.57,VICTIM,,,,2.785,94.6,5.66
2,3,143,233,T0203143233,ANKM,5,80.4,30,6.98,VICTIM,,,,3.49,101.4,6.55
2,3,175,209,T0203175209,THNR,5,89.6,29,8.46,CUT,8.46,82,,,110.6,7.86
2,3,123,245,T0203123245,DCSP,5,75.3,28,5.83,VICTIM,,,,2.915,96.3,5.88
2,3,161,202,T0203161202,ANKN,6,12.1,8,0.07,-,,,,,24.1,0.19
2,3,125,238,T0203125238,SDAV,6,8.6,10,0.05,-,,,,,20.6,0.15
2,3,121,210,T0203121210,MAKP,6,6.4,10,0.04,-,,,,,18.4,0.12
2,3,110,266,T0203110266,RODL,6,9.8,9,0.06,-,,,,,21.8,0.16
2,3,146,267,T0203146267,MAKU,6,14.2,9,0.09,-,,,,,26.2,0.22
2,3,188,209,T0203188209,SOUY,6,5.0,8,0.04,-,,,,,17.0,0.11
2,3,138,291,T0203138291,DYSP,6,11.3,7,0.07,VICTIM,,,0.07,,,
2,3,130,200,T0203130200,KAOM,6,11.4,8,0.07,-,,,,,23.4,0.18
2,3,184,257,T0203184257,CTES,6,12.1,6,0.07,VICTIM,,,,0.035,24.1,0.19
2,3,169,206,T0203169206,KDCH,6,12.4,6,0.07,VICTIM,,,,0.035,24.4,0.2
2,3,132,229,T0203132229,KWAV,6,5.5,6,0.04,-,,,,,17.5,0.12
2,3,112,228,T0203112228,SRMO,6,14.0,8,0.08,-,,,,,26.0,0.22
2,3,154,220,T0203154220,KAOM,6,10.4,5,0.06,-,,,,,22.4,0.17
2,3,173,249,T0203173249,KROH,6,9.5,7,0.06,VICTIM,,,,0.03,21.5,0.16
2,3,194,201,T0203194201,ROTY,6,13.6,8,0.08,-,,,,,25.6,0.21
2,3,140,262,T0203140262,SVAK,6,12.9,6,0.08,-,,,,,24.9,0.2
2,3,121,240,T0203121240,KDCE,6,13.7,5,0.08,-,,,,,25.7,0.21
2,3,178,283,T0203178283,SBTS,6,10.0,10,0.06,-,,,,,22.0,0.17
2,3,171,295,T0203171295,KLPO,6,14.0,9,0.08,-,,,,,26.0,0.22
2,3,123,224,T0203123224,KDOL,6,10.8,8,0.06,-,,,,,22.8,0.18
2,3,194,230,T0203194230,ROKA,6,9.7,9,0.06,-,,,,,21.7,0.16
2,3,157,241,T0203157241,TBOT,6,5.3,10,0.04,-,,,,,17.3,0.11
2,3,167,222,T0203167222,SBMS,6,6.8,10,0.04,-,,,,,18.8,0.13
2,3,131,277,T0203131277,KNAL,6,8.5,5,0.05,-,,,,,20.5,0.15
2,3,182,243,T0203182243,DNKY,6,7.6,7,0.05,VICTIM,,,,0.025,19.6,0.14
2,3,106,235,T0203106235,ONLK,6,5.2,6,0.04,VICTIM,,,,0.02,17.2,0.11
2,3,139,290,T0203139290,CHRS,6,7.4,5,0.05,-,,,,,19.4,0.14
2,3,169,261,T0203169261,KHTN,6,11.8,6,0.07,VICTIM,,,,0.035,23.8,0.19
2,3,190,285,T0203190285,CHNY,6,8.8,10,0.05,VICTIM,,,0.05,,,
2,3,167,210,T0203167210,KAKU,6,7.8,9,0.05,-,,,,,19.8,0.14
2,3,121,269,T0203121269,ANCH,6,5.1,10,0.04,-,,,,,17.1,0.11
2,3,102,273,T0203102273,PONR,6,13.1,9,0.08,-,,,,,25.1,0.21
2,3,199,233,T0203199233,KBKK,6,7.8,7,0.05,-,,,,,19.8,0.14
2,3,128,243,T0203128243,PHUT,6,10.3,5,0.06,-,,,,,22.3,0.17
2,3,160,291,T0203160291,KAOM,6,9.7,6,0.06,-,,,,,21.7,0.16
2,3,176,277,T0203176277,LOVG,6,7.0,7,0.04,VICTIM,,,,0.02,19.0,0.13
2,3,134,254,T0203134254,KANE,6,7.0,10,0.04,-,,,,,19.0,0.13
2,3,163,262,T0203163262,KNPR,6,5.8,9,0.04,-,,,,,17.8,0.12
2,3,120,263,T0203120263,PPVK,6,11.6,10,0.07,-,,,,,23.6,0.19
2,3,142,228,T0203142228,CHNO,6,25.6,11,0.21,-,,,,,43.6,0.94
2,3,157,284,T0203157284,SANK,6,21.3,13,0.16,-,,,,,39.3,0.7
2,3,142,282,T0203142282,SLCH,6,22.9,14,0.18,-,,,,,40.9,0.79
2,3,166,295,T0203166295,KACL,6,15.7,12,0.1,-,,,,,33.7,0.43
2,3,120,244,T0203120244,KANA,6,18.1,15,0.12,VICTIM,,,,0.06,36.1,0.54
2,3,173,200,T0203173200,SLEN,6,17.7,13,0.12,-,,,,,35.7,0.52
2,3,114,218,T0203114218,AKSL,6,26.8,12,0.23,-,,,,,44.8,1.01
2,3,129,258,T0203129258,BAKG,6,23.1,12,0.18,-,,,,,41.1,0.8
2,3,188,283,T0203188283,CHHA,6,26.0,11,0.22,-,,,,,44.0,0.96
2,3,112,217,T0203112217,TLOK,6,20.1,14,0.14,-,,,,,38.1,0.64
2,3,149,253,T0203149253,NGOK,6,15.0,15,0.09,VICTIM,,,,0.045,33.0,0.4
2,3,151,278,T0203151278,PYPK,6,28.3,15,0.25,VICTIM,,,,0.125,46.3,1.1
2,3,126,231,T0203126231,SPTK,6,26.4,13,0.23,-,,,,,44.4,0.99
2,3,104,220,T0203104220,KDCK,6,27.8,11,0.25,-,,,,,45.8,1.07
2,3,143,229,T0203143229,DAKD,6,21.1,11,0.15,-,,,,,39.1,0.69
2,3,165,278,T0203165278,PECH,6,28.4,12,0.26,-,,,,,46.4,1.11
2,3,184,203,T0203184203,SAVP,6,25.7,12,0.21,-,,,,,43.7,0.95
2,3,129,281,T0203129281,SVAK,6,27.7,13,0.24,VICTIM,,,,0.12,45.7,1.07
2,3,168,224,T0203168224,ANKB,6,25.4,14,0.21,-,,,,,43.4,0.93
2,3,124,256,T0203124256,KBAL,6,28.8,11,0.26,-,,,,,46.8,1.14
2,3,166,262,T0203166262,CHNY,6,20.6,13,0.15,VICTIM,,,,0.075,38.6,0.67
2,3,105,230,T0203105230,SAVP,6,23.4,11,0.18,-,,,,,41.4,0.82
2,3,143,249,T0203143249,SVAK,6,16.5,13,0.11,-,,,,,34.5,0.47
2,3,149,261,T0203149261,SME,6,16.3,13,0.1,-,,,,,34.3,0.46
2,3,142,230,T0203142230,KHNH,6,23.2,15,0.18,-,,,,,41.2,0.81
2,3,183,228,T0203183228,KRBO,6,25.0,12,0.2,-,,,,,43.0,0.91
2,3,168,250,T0203168250,UNKN,6,26.3,15,0.22,-,,,,,44.3,0.98
2,3,193,252,T0203193252,KODK,6,27.4,13,0.24,-,,,,,45.4,1.05
2,3,155,294,T0203155294,PNGS,6,21.4,14,0.16,-,,,,,39.4,0.71
2,3,159,274,T0203159274,KRUS,6,23.2,14,0.18,-,,,,,41.2,0.81
2,3,128,233,T0203128233,PHNO,6,28.9,15,0.26,-,,,,,46.9,1.14
2,3,100,293,T0203100293,KODK,6,19.9,13,0.14,-,,,,,37.9,0.63
2,3,188,224,T0203188224,RANG,6,29.5,14,0.27,VICTIM,,,,0.135,47.5,1.18
2,3,191,291,T0203191291,ATES,6,16.7,14,0.11,-,,,,,34.7,0.48
2,3,122,252,T0203122252,THTR,6,21.7,11,0.16,-,,,,,39.7,0.72
2,3,156,283,T0203156283,EPSH,6,16.1,13,0.1,-,,,,,34.1,0.45
2,3,132,291,T0203132291,DKOR,6,32.0,16,0.73,-,,,,,47.0,1.15
2,3,159,275,T0203159275,PREL,6,34.8,16,0.86,-,,,,,49.8,1.33
2,3,154,253,T0203154253,KOMT,6,37.5,18,1.07,-,,,,,52.5,1.51
2,3,155,237,T0203155237,KNAL,6,43.0,16,1.32,VICTIM,,,,0.66,58.0,1.92
2,3,189,237,T0203189237,SPOR,6,36.9,20,1.11,-,,,,,51.9,1.47
2,3,189,209,T0203189209,SANK,6,30.3,19,0.72,-,,,,,45.3,1.04
2,3,177,239,T0203177239,TRAG,6,34.9,19,0.96,VICTIM,,,,0.48,49.9,1.34
2,3,172,277,T0203172277,CHNO,6,30.3,19,0.72,VICTIM,,,,0.36,45.3,1.04
2,3,135,228,T0203135228,TRAG,6,31.1,19,0.76,-,,,,,46.1,1.09
2,3,146,228,T0203146228,CHLS,6,42.6,19,1.43,-,,,,,57.6,1.89
2,3,153,204,T0203153204,KREG,6,38.6,16,1.06,-,,,,,53.6,1.59
2,3,148,222,T0203148222,CHNA,6,38.2,18,1.12,-,,,,,53.2,1.56
2,3,156,280,T0203156280,APEN,6,57.5,21,2.79,-,,,,,72.5,3.19
2,3,155,279,T0203155279,KANE,6,47.1,21,1.87,-,,,,,62.1,2.25
2,3,175,216,T0203175216,TRYA,6,59.5,21,2.99,-,,,,,74.5,3.38
2,3,134,251,T0203134251,KLNG,6,49.7,22,2.15,-,,,,,64.7,2.47
2,3,190,214,T0203190214,SOPI,6,58.7,25,3.27,VICTIM,,,3.27,,,
2,3,189,214,T0203189214,KNDL,6,51.7,24,2.46,-,,,,,66.7,2.65
2,3,173,223,T0203173223,ROCG,6,46.0,22,1.84,-,,,,,61.0,2.16
2,3,123,234,T0203123234,KREG,6,71.8,26,5.03,-,,,,,92.8,5.43
2,3,181,218,T0203181218,CKTM,6,93.0,28,8.89,-,,,,,114.0,8.37
2,3,117,254,T0203117254,SOPI,6,71.4,28,5.24,-,,,,,92.4,5.38
2,3,140,209,T0203140209,KKCM,6,86.1,29,7.81,-,,,,,107.1,7.35
2,3,158,273,T0203158273,Others,7,7.6,10,0.05,-,,,,,19.6,0.14
2,3,186,230,T0203186230,Others,7,9.0,5,0.05,-,,,,,21.0,0.15
2,3,169,290,T0203169290,Others,7,11.0,8,0.06,-,,,,,23.0,0.18
2,3,180,204,T0203180204,Others,7,13.2,6,0.08,-,,,,,25.2,0.21
2,3,165,265,T0203165265,Others,7,9.2,8,0.05,-,,,,,21.2,0.16
2,3,143,290,T0203143290,Others,7,7.7,9,0.05,-,,,,,19.7,0.14
2,3,193,287,T0203193287,Others,7,14.6,6,0.09,-,,,,,26.6,0.23
2,3,158,253,T0203158253,Others,7,8.0,7,0.05,-,,,,,20.0,0.14
2,3,154,290,T0203154290,Others,7,6.1,7,0.04,-,,,,,18.1,0.12
2,3,103,295,T0203103295,Others,7,9.6,6,0.06,-,,,,,21.6,0.16
2,3,170,238,T0203170238,Others,7,9.0,7,0.05,-,,,,,21.0,0.15
2,3,162,218,T0203162218,Others,7,12.7,8,0.08,-,,,,,24.7,0.2
2,3,140,240,T0203140240,Others,7,5.5,5,0.04,-,,,,,17.5,0.12
2,3,186,207,T0203186207,Others,7,13.4,7,0.08,-,,,,,25.4,0.21
2,3,147,240,T0203147240,Others,7,5.9,8,0.04,-,,,,,17.9,0.12
2,3,164,212,T0203164212,Others,7,9.2,7,0.05,-,,,,,21.2,0.16
2,3,135,285,T0203135285,Others,7,9.6,9,0.06,-,,,,,21.6,0.16
2,3,157,248,T0203157248,Others,7,10.8,10,0.06,-,,,,,22.8,0.18
2,3,100,269,T0203100269,Others,7,10.0,5,0.06,-,,,,,22.0,0.17
2,3,196,279,T0203196279,Others,7,8.8,5,0.05,VICTIM,,,0.05,,,
2,3,127,247,T0203127247,Others,7,14.9,8,0.09,-,,,,,26.9,0.23
2,3,128,268,T0203128268,Others,7,11.6,5,0.07,-,,,,,23.6,0.19
2,3,110,232,T0203110232,Others,7,9.3,9,0.05,VICTIM,,,,0.025,21.3,0.16
2,3,143,227,T0203143227,Others,7,8.3,8,0.05,-,,,,,20.3,0.15
2,3,132,247,T0203132247,Others,7,11.9,7,0.07,-,,,,,23.9,0.19
2,3,186,234,T0203186234,Others,7,12.0,9,0.07,-,,,,,24.0,0.19
2,3,108,244,T0203108244,Others,7,5.0,7,0.04,-,,,,,17.0,0.11
2,3,168,273,T0203168273,Others,7,5.0,9,0.04,-,,,,,17.0,0.11
2,3,190,222,T0203190222,Others,7,12.1,6,0.07,VICTIM,,,,0.035,24.1,0.19
2,3,115,202,T0203115202,Others,7,13.0,8,0.08,-,,,,,25.0,0.2
2,3,179,201,T0203179201,Others,7,12.9,10,0.08,-,,,,,24.9,0.2
2,3,149,269,T0203149269,Others,7,7.3,5,0.04,-,,,,,19.3,0.13
2,3,140,203,T0203140203,Others,7,5.0,9,0.04,-,,,,,17.0,0.11
2,3,132,213,T0203132213,Others,7,9.7,9,0.06,-,,,,,21.7,0.16
2,3,133,274,T0203133274,Others,7,14.6,8,0.09,VICTIM,,,0.09,,,
2,3,178,219,T0203178219,Others,7,10.9,9,0.06,-,,,,,22.9,0.18
2,3,107,230,T0203107230,Others,7,10.6,5,0.06,-,,,,,22.6,0.17
2,3,132,297,T0203132297,Others,7,14.7,9,0.09,-,,,,,26.7,0.23
2,3,105,233,T0203105233,Others,7,8.7,8,0.05,VICTIM,,,,0.025,20.7,0.15
2,3,160,227,T0203160227,Others,7,8.7,5,0.05,-,,,,,20.7,0.15
2,3,130,220,T0203130220,Others,7,14.2,8,0.09,-,,,,,26.2,0.22
2,3,125,204,T0203125204,Others,7,8.3,5,0.05,-,,,,,20.3,0.15
2,3,160,238,T0203160238,Others,7,8.0,5,0.05,-,,,,,20.0,0.14
2,3,154,289,T0203154289,Others,7,14.3,5,0.09,-,,,,,26.3,0.22
2,3,146,209,T0203146209,Others,7,24.2,15,0.19,-,,,,,42.2,0.86
2,3,198,277,T0203198277,Others,7,26.6,14,0.23,-,,,,,44.6,1.0
2,3,174,254,T0203174254,Others,7,29.7,12,0.28,-,,,,,47.7,1.19
2,3,157,285,T0203157285,Others,7,19.0,15,0.13,-,,,,,37.0,0.59
2,3,180,237,T0203180237,Others,7,17.4,13,0.11,-,,,,,35.4,0.51
2,3,180,289,T0203180289,Others,7,24.6,15,0.2,-,,,,,42.6,0.88
2,3,108,292,T0203108292,Others,7,25.6,14,0.21,-,,,,,43.6,0.94
2,3,118,216,T0203118216,Others,7,23.3,11,0.18,-,,,,,41.3,0.81
2,3,119,283,T0203119283,Others,7,19.7,15,0.14,-,,,,,37.7,0.62
2,3,106,297,T0203106297,Others,7,23.6,13,0.19,-,,,,,41.6,0.83
2,3,148,274,T0203148274,Others,7,19.7,11,0.14,VICTIM,,,,0.07,37.7,0.62
2,3,156,258,T0203156258,Others,7,17.5,11,0.12,-,,,,,35.5,0.51
2,3,162,271,T0203162271,Others,7,17.0,12,0.11,-,,,,,35.0,0.49
2,3,138,231,T0203138231,Others,7,20.0,12,0.14,-,,,,,38.0,0.64
2,3,101,216,T0203101216,Others,7,28.6,12,0.26,-,,,,,46.6,1.12
2,3,104,287,T0203104287,Others,7,22.9,12,0.18,-,,,,,40.9,0.79
2,3,188,214,T0203188214,Others,7,24.2,13,0.19,-,,,,,42.2,0.86
2,3,104,285,T0203104285,Others,7,21.9,11,0.16,-,,,,,39.9,0.73
2,3,128,296,T0203128296,Others,7,28.2,13,0.25,VICTIM,,,0.25,,,
2,3,144,297,T0203144297,Others,7,21.7,15,0.16,-,,,,,39.7,0.72
2,3,129,220,T0203129220,Others,7,16.7,12,0.11,-,,,,,34.7,0.48
2,3,190,295,T0203190295,Others,7,23.4,15,0.18,-,,,,,41.4,0.82
2,3,153,224,T0203153224,Others,7,17.8,12,0.12,-,,,,,35.8,0.53
2,3,195,201,T0203195201,Others,7,29.7,15,0.28,-,,,,,47.7,1.19
2,3,127,276,T0203127276,Others,7,18.7,13,0.13,-,,,,,36.7,0.57
2,3,153,213,T0203153213,Others,7,24.6,14,0.2,-,,,,,42.6,0.88
2,3,168,229,T0203168229,Others,7,20.8,13,0.15,-,,,,,38.8,0.68
2,3,131,261,T0203131261,Others,7,24.9,14,0.2,-,,,,,42.9,0.9
2,3,173,217,T0203173217,Others,7,16.0,15,0.1,-,,,,,34.0,0.44
2,3,157,200,T0203157200,Others,7,23.2,11,0.18,-,,,,,41.2,0.81
2,3,188,208,T0203188208,Others,7,22.6,13,0.17,-,,,,,40.6,0.77
2,3,100,297,T0203100297,Others,7,26.3,13,0.22,-,,,,,44.3,0.98
2,3,179,214,T0203179214,Others,7,17.1,11,0.11,-,,,,,35.1,0.49
2,3,113,266,T0203113266,Others,7,18.9,14,0.13,-,,,,,36.9,0.58
2,3,139,241,T0203139241,Others,7,20.4,13,0.15,-,,,,,38.4,0.66
2,3,156,247,T0203156247,Others,7,16.0,15,0.1,-,,,,,34.0,0.44
2,3,180,206,T0203180206,Others,7,26.3,12,0.22,-,,,,,44.3,0.98
2,3,146,219,T0203146219,Others,7,25.8,12,0.22,-,,,,,43.8,0.95
2,3,104,240,T0203104240,Others,7,26.7,13,0.23,VICTIM,,,,0.115,44.7,1.01
2,3,121,224,T0203121224,Others,7,25.6,15,0.21,-,,,,,43.6,0.94
2,3,143,216,T0203143216,Others,7,15.9,13,0.1,VICTIM,,,0.1,,,
2,3,119,264,T0203119264,Others,7,22.1,11,0.17,-,,,,,40.1,0.75
2,3,183,226,T0203183226,Others,7,42.2,20,1.45,-,,,,,57.2,1.86
2,3,108,264,T0203108264,Others,7,41.5,17,1.27,-,,,,,56.5,1.81
2,3,165,278,T0203165278,Others,7,37.5,18,1.07,-,,,,,52.5,1.51
2,3,124,215,T0203124215,Others,7,30.7,20,0.77,-,,,,,45.7,1.07
2,3,166,233,T0203166233,Others,7,44.5,18,1.51,-,,,,,59.5,2.04
2,3,104,224,T0203104224,Others,7,39.1,16,1.09,-,,,,,54.1,1.63
2,3,157,276,T0203157276,Others,7,33.5,16,0.8,VICTIM,,,0.8,,,
2,3,176,284,T0203176284,Others,7,34.9,18,0.93,-,,,,,49.9,1.34
2,3,181,281,T0203181281,Others,7,30.0,17,0.66,-,,,,,45.0,1.02
2,3,152,244,T0203152244,Others,7,36.4,16,0.94,-,,,,,51.4,1.44
2,3,169,233,T0203169233,Others,7,36.6,19,1.06,-,,,,,51.6,1.45
2,3,122,271,T0203122271,Others,7,37.8,18,1.09,-,,,,,52.8,1.54
2,3,182,220,T0203182220,Others,7,33.5,18,0.86,VICTIM,,,0.86,,,
2,3,165,262,T0203165262,Others,7,43.6,17,1.4,VICTIM,,,,0.7,58.6,1.97
2,3,114,224,T0203114224,Others,7,58.0,21,2.84,-,,,,,73.0,3.24
2,3,122,229,T0203122229,Others,7,45.6,21,1.75,-,,,,,60.6,2.13
2,3,171,267,T0203171267,Others,7,49.2,23,2.17,-,,,,,64.2,2.43
2,3,144,244,T0203144244,Others,7,53.9,21,2.45,-,,,,,68.9,2.85
2,3,179,201,T0203179201,Others,7,54.1,23,2.62,-,,,,,69.1,2.87
2,3,121,212,T0203121212,Others,7,45.8,21,1.77,-,,,,,60.8,2.14
2,3,150,202,T0203150202,Others,7,57.1,21,2.75,-,,,,,72.1,3.15
2,3,163,250,T0203163250,Others,7,57.0,24,3.0,-,,,,,72.0,3.14
2,3,166,277,T0203166277,Others,7,53.1,21,2.38,-,,,,,68.1,2.77
2,3,187,299,T0203187299,Others,7,62.7,30,4.24,VICTIM,,,,2.12,83.7,4.36
2,3,173,284,T0203173284,Others,7,63.5,30,4.35,-,,,,,84.5,4.45
2,3,123,281,T0203123281,Others,7,79.1,28,6.43,-,,,,,100.1,6.38
2,3,147,241,T0203147241,Others,7,69.4,26,4.7,-,,,,,90.4,5.14
2,4,130,377,T0204130377,PHDK,1,13.8,6,0.09,KEEP,,,,,25.8,0.54
2,4,129,342,T0204129342,PHDK,1,11.7,7,0.07,KEEP,,,,,23.7,0.44
2,4,142,321,T0204142321,PHDK,1,11.5,8,0.07,KEEP,,,,,23.5,0.43
2,4,153,306,T0204153306,PHDK,1,5.7,8,0.03,KEEP,,,,,17.7,0.2
2,4,169,366,T0204169366,PHDK,1,5.2,9,0.03,KEEP,,,,,17.2,0.18
2,4,168,381,T0204168381,PHDK,1,12.1,7,0.07,KEEP,,,,,24.1,0.45
2,4,141,365,T0204141365,PHDK,1,9.9,9,0.06,VICTIM,,,0.06,,,
2,4,165,384,T0204165384,PHDK,1,7.8,9,0.04,KEEP,,,,,19.8,0.28
2,4,142,337,T0204142337,PHDK,1,13.1,10,0.08,VICTIM,,,,0.04,25.1,0.5
2,4,197,394,T0204197394,PHDK,1,11.9,8,0.07,KEEP,,,,,23.9,0.45
2,4,171,320,T0204171320,PHDK,1,14.8,7,0.1,KEEP,,,,,26.8,0.59
2,4,197,338,T0204197338,PHDK,1,8.7,7,0.05,KEEP,,,,,20.7,0.31
2,4,153,322,T0204153322,PHDK,1,6.1,9,0.03,KEEP,,,,,18.1,0.21
2,4,117,309,T0204117309,PHDK,1,7.3,8,0.04,VICTIM,,,,0.02,19.3,0.26
2,4,170,393,T0204170393,PHDK,1,8.6,8,0.05,KEEP,,,,,20.6,0.31
2,4,121,308,T0204121308,PHDK,1,26.6,14,0.67,KEEP,,,,,44.6,1.79
2,4,112,352,T0204112352,PHDK,1,16.2,13,0.25,VICTIM,,,,0.125,34.2,1.01
2,4,124,359,T0204124359,PHDK,1,30.0,14,0.85,KEEP,,,,,45.0,1.83
2,4,122,352,T0204122352,PHDK,1,27.3,15,0.75,KEEP,,,,,45.3,1.85
2,4,176,310,T0204176310,PHDK,1,22.9,12,0.45,VICTIM,,,,0.225,40.9,1.49
2,4,166,394,T0204166394,PHDK,1,25.5,12,0.55,VICTIM,,,0.55,,,
2,4,122,310,T0204122310,PHDK,1,27.2,11,0.59,KEEP,,,,,45.2,1.84
2,4,149,352,T0204149352,PHDK,1,26.9,12,0.62,VICTIM,,,,0.31,44.9,1.82
2,4,152,385,T0204152385,PHDK,1,25.9,13,0.61,KEEP,,,,,43.9,1.73
2,4,149,323,T0204149323,PHDK,1,21.8,15,0.48,KEEP,,,,,39.8,1.41
2,4,142,373,T0204142373,PHDK,1,19.8,14,0.38,KEEP,,,,,37.8,1.26
2,4,101,314,T0204101314,PHDK,1,24.7,11,0.49,KEEP,,,,,42.7,1.64
2,4,151,382,T0204151382,PHDK,1,39.9,16,1.66,KEEP,,,,,54.9,2.77
2,4,121,386,T0204121386,PHDK,1,44.1,18,2.23,KEEP,,,,,59.1,3.22
2,4,199,399,T0204199399,PHDK,1,31.9,17,1.12,KEEP,,,,,46.9,1.99
2,4,115,352,T0204115352,PHDK,1,32.1,16,1.08,VICTIM,,,,0.54,47.1,2.01
2,4,101,398,T0204101398,PHDK,1,53.3,24,4.12,CUT,4.12,260,,,68.3,4.34
2,4,116,319,T0204116319,PHDK,1,53.8,23,4.05,CUT,4.05,38,,,68.8,4.4
2,4,145,307,T0204145307,PHDK,1,72.1,29,8.86,VICTIM,,,8.86,,,
2,4,109,346,T0204109346,PHDK,1,83.6,30,12.26,CUT,12.26,277,,,104.6,10.3
2,4,173,314,T0204173314,CHTR,2,7.2,6,0.04,KEEP,,,,,19.2,0.25
2,4,125,364,T0204125364,CHBR,2,8.6,8,0.05,KEEP,,,,,20.6,0.31
2,4,126,369,T0204126369,CHMI,2,8.3,10,0.05,KEEP,,,,,20.3,0.29
2,4,145,305,T0204145305,CHBR,2,7.8,6,0.04,KEEP,,,,,19.8,0.28
2,4,101,310,T0204101310,CHTR,2,12.4,9,0.07,KEEP,,,,,24.4,0.47
2,4,138,340,T0204138340,CHMI,2,7.9,6,0.04,VICTIM,,,,0.02,19.9,0.28
2,4,119,364,T0204119364,CHBR,2,7.8,9,0.04,KEEP,,,,,19.8,0.28
2,4,155,389,T0204155389,CHBG,2,13.3,9,0.08,KEEP,,,,,25.3,0.51
2,4,107,386,T0204107386,CHBR,2,5.2,5,0.03,KEEP,,,,,17.2,0.18
2,4,148,304,T0204148304,CHTR,2,8.4,7,0.05,KEEP,,,,,20.4,0.3
2,4,175,336,T0204175336,CHTR,2,14.8,6,0.1,VICTIM,,,,0.05,26.8,0.59
2,4,115,396,T0204115396,CHBG,2,10.2,9,0.06,VICTIM,,,,0.03,22.2,0.37
2,4,186,339,T0204186339,CHMI,2,14.2,10,0.09,KEEP,,,,,26.2,0.56
2,4,138,388,T0204138388,CHMI,2,7.8,7,0.04,KEEP,,,,,19.8,0.28
2,4,184,308,T0204184308,CHBG,2,6.8,6,0.04,VICTIM,,,,0.02,18.8,0.24
2,4,167,307,T0204167307,CHMI,2,10.6,5,0.06,KEEP,,,,,22.6,0.39
2,4,105,383,T0204105383,CHBR,2,5.8,9,0.03,KEEP,,,,,17.8,0.2
2,4,167,356,T0204167356,CHBG,2,14.1,7,0.09,KEEP,,,,,26.1,0.55
2,4,119,397,T0204119397,CHMI,2,6.0,9,0.03,KEEP,,,,,18.0,0.21
2,4,162,332,T0204162332,CHBG,2,9.1,5,0.05,KEEP,,,,,21.1,0.33
2,4,151,341,T0204151341,CHMI,2,10.8,8,0.06,KEEP,,,,,22.8,0.4
2,4,185,375,T0204185375,CHBR,2,28.0,15,0.79,KEEP,,,,,46.0,1.91
2,4,168,324,T0204168324,CHBR,2,23.2,15,0.54,KEEP,,,,,41.2,1.52
2,4,107,338,T0204107338,CHMI,2,22.7,11,0.42,KEEP,,,,,40.7,1.48
2,4,177,323,T0204177323,CHMI,2,23.9,13,0.52,VICTIM,,,,0.26,41.9,1.57
2,4,147,329,T0204147329,CHTR,2,27.5,11,0.6,KEEP,,,,,45.5,1.87
2,4,110,392,T0204110392,CHBR,2,29.8,13,0.8,VICTIM,,,,0.4,47.8,2.07
2,4,153,330,T0204153330,CHBG,2,27.3,13,0.67,KEEP,,,,,45.3,1.85
2,4,162,394,T0204162394,CHTR,2,21.8,12,0.41,KEEP,,,,,39.8,1.41
2,4,194,374,T0204194374,CHBG,2,25.4,13,0.58,KEEP,,,,,43.4,1.69
2,4,137,334,T0204137334,CHMI,2,24.2,14,0.56,VICTIM,,,,0.28,42.2,1.6
2,4,167,367,T0204167367,CHBG,2,26.4,13,0.63,KEEP,,,,,44.4,1.78
2,4,195,322,T0204195322,CHBG,2,25.9,11,0.54,KEEP,,,,,43.9,1.73
2,4,189,346,T0204189346,CHBG,2,18.0,11,0.27,KEEP,,,,,36.0,1.13
2,4,162,327,T0204162327,CHBG,2,26.6,12,0.6,KEEP,,,,,44.6,1.79
2,4,186,361,T0204186361,CHMI,2,26.6,12,0.6,KEEP,,,,,44.6,1.79
2,4,111,348,T0204111348,CHBR,2,25.9,13,0.61,KEEP,,,,,43.9,1.73
2,4,113,366,T0204113366,CHMI,2,25.8,13,0.6,VICTIM,,,,0.3,43.8,1.73
2,4,181,301,T0204181301,CHMI,2,18.3,15,0.34,KEEP,,,,,36.3,1.16
2,4,104,387,T0204104387,CHMI,2,38.4,18,1.69,KEEP,,,,,53.4,2.61
2,4,177,340,T0204177340,CHBG,2,34.7,20,1.51,VICTIM,,,,0.755,49.7,2.25
2,4,104,321,T0204104321,CHBR,2,41.7,16,1.81,KEEP,,,,,56.7,2.96
2,4,166,312,T0204166312,CHBG,2,40.1,18,1.84,KEEP,,,,,55.1,2.79
2,4,145,350,T0204145350,CHBR,2,42.6,17,1.99,KEEP,,,,,57.6,3.06
2,4,120,364,T0204120364,CHMI,2,30.9,18,1.1,KEEP,,,,,45.9,1.91
2,4,120,347,T0204120347,CHBR,2,56.5,24,4.63,CUT,4.63,161,,,71.5,4.76
2,4,116,334,T0204116334,CHBG,2,50.4,24,3.69,CUT,3.69,55,,,65.4,3.97
