VICTIM,Cut Tree,Category Damage
T0301256028,T0301273057,2
T0301250006,T0301275027,2
T0301256028,T0301278038,1
T0401300022,T0301280002,2
T0401309060,T0301280056,2
T0401309060,T0301283058,2
T0401309060,T0301285057,2
T0301263060,T0301286056,1
T0101075032,T0301287000,1
T0301272051,T0301287077,1
T0301263060,T0301288056,1
T0401327046,T0301290029,1
T0301266055,T0301292080,2
T0301266055,T0301293075,2
T0301266055,T0301294078,2
T0301266055,T0301294078,2
T0301290083,T0301294080,1
T0301263060,T0301295055,1
T0301268020,T0301296018,2
T0301272051,T0301296065,2
T0301268020,T0301297011,2
T0401331004,T0301297032,1
T0301266055,T0301297075,2
T0301266055,T0301297076,2
T0401315058,T0301298028,2
T0301272051,T0301298064,2
T0301272051,T0301298065,2
T0301272087,T0301298089,2
T0202190147,T0302201180,1
T0202191142,T0302202127,1
T0203175209,T0302202192,2
T0203175209,T0302203193,2
T0203175209,T0302203195,2
T0202183165,T0302205149,2
T0202184118,T0302206113,1
T0202183165,T0302206142,2
T0203175209,T0302206187,2
T0202183165,T0302209142,2
T0202183165,T0302210149,2
T0202183165,T0302210150,2
T0302238183,T0302210196,2
T0302238183,T0302210199,2
T0202183165,T0302211150,2
T0302238183,T0302211197,2
T0202191142,T0302212113,1
T0202183165,T0302212149,2
T0202183165,T0302213145,2
T0302211167,T0302218141,2
T0302211167,T0302218146,2
T0202191142,T0302219104,1
T0302204131,T0302219109,2
T0302228101,T0302219136,2
T0202190147,T0302219156,2
T0302228101,T0302220131,2
T0302211167,T0302221144,2
T0202190147,T0302221155,2
T0302228101,T0302222131,2
T0202190147,T0302222162,2
T0302204131,T0302223104,2
T0302204131,T0302223108,2
T0302228101,T0302223131,2
T0302228101,T0302223133,2
T0302215192,T0302223178,1
T0302228101,T0302224130,2
T0302228101,T0302224130,2
T0302211167,T0302224145,2
T0202190147,T0302224159,2
T0202190147,T0302225162,2
T0202190147,T0302225163,2
T0303224224,T0302225197,2
T0302253114,T0302226128,2
T0202190147,T0302226161,2
T0202190147,T0302226162,2
T0302215192,T0302226173,1
T0302253114,T0302228130,2
T0302253114,T0302229131,2
T0302215192,T0302229167,1
T0302215192,T0302231165,1
T0303224224,T0302232196,2
T0303221216,T0302232198,1
T0302244186,T0302238152,2
T0302244186,T0302239155,2
T0302277115,T0302241102,1
T0301230081,T0302242115,2
T0302244186,T0302243148,2
T0302244186,T0302243156,2
T0302244186,T0302244156,2
T0302231136,T0302246162,2
T0302231136,T0302247159,2
T0302231136,T0302248161,2
T0302231136,T0302248165,2
T0302238183,T0302248166,1
T0302231136,T0302251159,2
T0302238183,T0302254157,1
T0302238183,T0302255154,1
T0302277115,T0302256108,1
T0302282155,T0302256133,2
T0302231136,T0302257154,1
T0302253114,T0302259103,1
T0302238183,T0302259148,1
T0302282155,T0302261135,1
T0302231136,T0302261157,1
T0302282155,T0302262130,2
T0302282155,T0302263133,2
T0302282155,T0302263137,1
T0302231136,T0302265160,1
T0301290083,T0302268106,2
T0302298117,T0302269128,1
T0301290083,T0302273106,2
T0301272087,T0302274117,1
T0302266164,T0302276185,1
T0402314109,T0302279139,1
T0302285140,T0302279166,1
T0302280137,T0302279169,1
T0402314109,T0302280138,1
T0302270171,T0302285139,2
T0302266164,T0302290176,2
T0303280204,T0302290194,1
T0402314109,T0302293127,1
T0302266164,T0302293178,2
T0302266164,T0302293179,2
T0302266164,T0302298177,2
T0303238282,T0303202291,1
T0303226246,T0303206263,2
T0303226246,T0303206264,2
T0303226246,T0303207258,2
T0303226246,T0303207259,2
T0303226246,T0303208264,2
T0303226246,T0303209264,2
T0303239254,T0303211255,2
T0302238183,T0303212203,2
T0303239254,T0303212255,2
T0303239254,T0303213255,2
T0303238282,T0303213289,1
T0303216286,T0303214250,2
T0203187296,T0303215292,2
T0303216286,T0303216253,2
T0203187296,T0303216290,2
T0302243196,T0303217205,2
T0303239254,T0303217254,2
T0303239254,T0303217255,2
T0203187296,T0303218289,2
T0302243196,T0303219204,2
T0302243196,T0303219209,2
T0304212324,T0303219297,2
T0302243196,T0303220208,2
T0302243196,T0303221210,2
T0303252273,T0303221259,2
T0203187296,T0303221289,2
T0203187296,T0303222289,2
T0303252273,T0303223259,2
T0303224224,T0303224200,2
T0303252273,T0303224254,2
T0303252273,T0303224255,2
T0303224224,T0303226200,2
T0303256214,T0303229230,2
T0303256214,T0303229231,2
T0303221235,T0303230256,1
T0303256214,T0303231226,2
T0303221235,T0303231257,1
T0303256214,T0303233230,2
T0303256214,T0303233232,2
T0303252273,T0303233241,1
T0303256214,T0303237231,2
T0303252273,T0303237247,1
T0303252273,T0303237248,1
T0303221235,T0303237272,1
T0303252273,T0303238248,1
T0303239254,T0303242232,1
T0303238282,T0303242250,2
T0304274309,T0303242287,1
T0304274309,T0303246289,1
T0303252273,T0303248266,1
T0303221235,T0303254250,2
T0303280204,T0303255230,2
T0303280204,T0303255231,2
T0303280204,T0303256231,2
T0303280204,T0303257228,2
T0304274309,T0303257297,1
T0303280204,T0303258228,2
T0304274309,T0303258289,2
T0303280204,T0303259228,2
T0304274309,T0303259290,2
T0304288328,T0303259298,1
T0303280209,T0303271243,2
T0303299259,T0303274279,2
T0303299259,T0303280276,2
T0303270289,T0303284258,1
T0403310258,T0303284273,2
T0403310258,T0303285267,2
T0403310258,T0303285274,2
T0404300311,T0303295280,2
T0404300311,T0303295282,2
T0303275226,T0303297217,2
T0303290257,T0303297286,1
T0303275226,T0303298214,2
T0303275226,T0303299213,2
T0302290199,T0303299218,1
T0204174359,T0304200356,2
T0204174359,T0304203360,2
T0304226337,T0304205313,2
T0304226337,T0304205314,2
T0204174359,T0304206361,2
T0304213392,T0304206394,1
T0204174359,T0304207352,2
T0204174359,T0304208356,2
T0304208334,T0304214314,1
T0304208334,T0304214315,1
T0304226337,T0304214326,1
T0204180306,T0304215310,1
T0304208334,T0304217303,1
T0304250321,T0304217322,2
T0304213392,T0304217368,2
T0304252351,T0304218352,2
T0304213392,T0304219368,2
T0304212324,T0304220300,2
T0304250321,T0304220324,2
T0305207401,T0304220385,1
T0304213392,T0304221370,2
T0304250321,T0304222316,2
T0304213392,T0304222365,2
T0304205362,T0304222385,1
T0304205362,T0304224387,1
T0304205362,T0304227377,2
T0304205362,T0304227380,2
T0304205362,T0304227383,2
T0304205362,T0304227392,1
T0304212303,T0304230332,2
T0304205362,T0304230376,2
T0304212303,T0304231333,2
T0304205362,T0304232377,2
T0304205362,T0304233380,2
T0304212303,T0304235332,2
T0303270289,T0304236302,2
T0303270289,T0304237301,2
T0303270289,T0304238307,2
T0304213358,T0304240359,2
T0303270289,T0304241303,2
T0304269369,T0304241354,1
T0304269369,T0304243354,1
T0304273344,T0304244339,2
T0304269369,T0304245356,1
T0304273344,T0304246339,2
T0304278384,T0304247371,1
T0304250321,T0304249301,1
T0304238330,T0304253366,1
T0304289384,T0304254371,2
T0304269369,T0304255361,1
T0304289384,T0304255368,2
T0304289384,T0304255370,2
T0304269369,T0304256343,2
T0304289384,T0304256373,2
T0304289384,T0304257370,2
T0304269369,T0304258340,2
T0304289384,T0304258368,2
T0304278384,T0304260377,1
T0304241375,T0304260387,1
T0303278295,T0304261320,2
T0304288328,T0304263303,1
T0303278295,T0304263315,2
T0303278295,T0304263315,2
T0304278384,T0304263353,2
T0304278384,T0304263358,2
T0303278295,T0304265318,2
T0303278295,T0304265319,2
T0304288328,T0304266306,1
T0304238330,T0304266344,2
T0304274309,T0304267304,1
T0304288328,T0304267310,2
T0304270307,T0304268336,1
T0304297334,T0304268352,2
T0304270307,T0304269328,1
T0304288328,T0304270311,2
T0304244320,T0304270334,2
T0304288328,T0304271310,1
T0304297334,T0304271350,2
T0305263400,T0304271389,1
T0304244320,T0304272337,2
T0304244320,T0304273340,2
T0304289384,T0304274351,1
T0304289384,T0304276354,1
T0304244320,T0304278337,2
T0304289384,T0304280364,1
T0404311320,T0304282339,2
T0404311320,T0304282340,2
T0404311320,T0304284338,2
T0404324393,T0304289360,1
T0404309369,T0304289392,2
T0404302361,T0304291366,1
T0404309369,T0304291397,2
T0404324393,T0304292364,1
T0305272401,T0304292385,2
T0305272401,T0304293381,2
T0303299298,T0304294318,1
T0305272401,T0304294384,2
T0404309369,T0304294390,2
T0404309369,T0304294392,2
T0305272401,T0304298384,2
T0305232434,T0305200422,1
T0305202472,T0305203441,2
T0305202472,T0305204444,2
T0206178505,T0305204495,2
T0206178505,T0305205499,2
T0305202472,T0305207444,2
T0206178505,T0305207498,2
T0205190443,T0305208482,1
T0206178505,T0305208496,2
T0305202472,T0305209439,2
T0305202472,T0305210444,2
T0206178505,T0305210497,2
T0305232434,T0305215402,2
T0305246442,T0305218464,2
T0205190443,T0305219457,2
T0205190443,T0305219460,2
T0205190443,T0305221455,2
T0205190443,T0305221459,2
T0305246442,T0305221465,2
T0305232434,T0305223401,2
T0305246442,T0305224463,2
T0305205436,T0305228420,2
T0305205436,T0305229421,2
T0305205436,T0305232428,2
T0305214487,T0305233496,1
T0305271452,T0305235442,2
T0305261428,T0305236412,2
T0305271452,T0305236443,2
T0305271452,T0305237437,2
T0305271452,T0305237439,2
T0305271452,T0305238437,2
T0305263441,T0305238469,2
T0305263441,T0305238469,2
T0305261428,T0305239408,2
T0305271452,T0305240442,2
T0305261428,T0305241404,2
T0305263441,T0305241470,2
T0305263441,T0305243463,2
T0305272401,T0305246435,1
T0305263441,T0305246466,2
T0305272448,T0305247457,1
T0305219476,T0305251465,2
T0305250455,T0305251489,2
T0305272448,T0305252455,1
T0305272401,T0305253427,1
T0305250455,T0305254487,2
T0304241375,T0305256406,2
T0305250455,T0305257486,2
T0304241375,T0305259401,2
T0304241375,T0305259407,2
T0304241375,T0305261408,2
T0305246442,T0305261422,1
T0305250455,T0305261456,1
T0306265504,T0305264472,2
T0304241375,T0305265405,2
T0305246442,T0305265417,1
T0306265504,T0305265476,2
T0306265504,T0305266470,2
T0306265504,T0305266471,2
T0305246442,T0305267415,1
T0306248520,T0305267496,2
T0306265504,T0305268472,2
T0306265504,T0305268475,2
T0306265504,T0305270471,2
T0405301498,T0305270493,2
T0405301498,T0305271494,2
T0306248520,T0305271499,2
T0305246442,T0305272408,1
T0305250455,T0305272457,1
T0405301498,T0305272493,2
T0405301498,T0305276497,2
T0405314455,T0305277443,1
T0305275496,T0305280467,2
T0305275496,T0305280475,2
T0305264438,T0305281460,2
T0305264438,T0305281465,2
T0305296469,T0305281485,1
T0405309420,T0305282451,1
T0305264438,T0305282461,2
T0305272448,T0305284419,2
T0305275496,T0305284468,2
T0305264438,T0305286464,2
T0305264438,T0305287464,2
T0405309420,T0305288444,1
T0305264438,T0305293460,1
T0305263441,T0305295416,1
T0405309420,T0305296434,1
T0405301498,T0305299469,1
T0306201558,T0306204527,2
T0306201558,T0306206526,2
T0306201558,T0306207519,2
T0306201558,T0306207524,2
T0206194538,T0306207563,2
T0206178505,T0306208503,2
T0306201558,T0306211526,2
T0306201558,T0306212522,2
T0206194538,T0306213563,2
T0306244547,T0306215558,2
T0306203550,T0306216575,1
T0306207512,T0306220547,2
T0306203550,T0306220584,1
T0306203550,T0306222586,1
T0305243474,T0306223500,2
T0305215493,T0306225515,2
T0305243474,T0306226507,2
T0305214487,T0306226513,2
T0305215493,T0306226514,2
T0305243474,T0306227503,2
T0306203550,T0306227565,2
T0305215493,T0306228521,2
T0306203550,T0306229568,2
T0305215493,T0306230521,2
T0306258545,T0306230556,2
T0306203550,T0306230565,2
T0305215493,T0306231515,2
T0306248520,T0306233535,1
T0306258545,T0306233555,2
T0306203550,T0306233568,2
T0306258545,T0306234557,2
T0306203550,T0306235563,2
T0305215493,T0306237504,1
T0306258545,T0306238558,2
T0305214487,T0306241500,1
T0306233514,T0306243522,1
T0306248520,T0306243525,1
T0306272555,T0306244570,2
T0305275496,T0306245503,1
T0306233514,T0306245524,1
T0305215493,T0306247509,1
T0306248520,T0306247521,1
T0306263569,T0306248597,2
T0306263569,T0306250591,2
T0306263569,T0306250592,2
T0307253609,T0306251571,2
T0307253609,T0306251578,2
T0305266485,T0306252515,2
T0305266485,T0306252515,2
T0306244547,T0306252529,1
T0306233514,T0306252538,2
T0306263569,T0306252590,2
T0306263569,T0306252590,2
T0306233514,T0306256532,1
T0306270546,T0306257580,1
T0306265542,T0306258570,1
T0305266485,T0306259514,2
T0306268553,T0306259565,1
T0306265542,T0306260561,1
T0306270546,T0306261569,1
T0306233514,T0306263539,1
T0306258545,T0306264531,1
T0306268553,T0306265557,1
T0306265560,T0306266531,2
T0306265560,T0306267530,2
T0306265560,T0306267532,2
T0306243582,T0306267578,2
T0306258545,T0306268523,1
T0306233514,T0306268543,1
T0306248520,T0306269503,2
T0306248520,T0306270504,2
T0306258545,T0306270518,1
T0306243582,T0306270580,2
T0307299603,T0306271592,2
T0307299603,T0306273592,2
T0406308549,T0306274535,1
T0306272555,T0306276544,1
T0306284532,T0306276546,1
T0406312516,T0306278509,2
T0406307501,T0306278514,2
T0307299603,T0306279593,2
T0306272555,T0306282528,1
T0306290558,T0306283562,1
T0306272555,T0306284521,1
T0306268553,T0306287535,2
T0306263569,T0306288556,1
T0306268553,T0306289537,2
T0307299603,T0306289578,1
T0306268553,T0306290542,2
T0306263569,T0306292554,1
T0406308549,T0306293512,2
T0306268553,T0306293540,2
T0306263578,T0306293568,2
T0306268553,T0306294538,2
T0306268553,T0306294539,2
T0406307593,T0306294566,2
T0306270546,T0306296538,2
T0406309543,T0306296548,1
T0406307593,T0306296567,2
T0306270546,T0306297532,2
T0406307593,T0306297567,2
T0406307593,T0306297572,2
T0306270546,T0306298534,2
T0307229649,T0307201636,2
T0307229649,T0307201638,2
T0207185681,T0307201654,2
T0307229649,T0307202633,2
T0307229649,T0307202642,2
T0207185681,T0307202649,2
T0207185681,T0307202656,2
T0307227651,T0307202670,2
T0307229649,T0307203640,2
T0207185681,T0307203658,2
T0307229649,T0307204636,2
T0207185681,T0307206653,2
T0307227651,T0307207665,2
T0206193588,T0307209609,2
T0307214630,T0307209660,2
T0206193588,T0307212603,2
T0307214630,T0307212662,2
T0307210619,T0307215650,2
T0307210619,T0307215653,2
T0307229649,T0307216616,1
T0306214589,T0307217601,1
T0206193588,T0307217610,1
T0307214630,T0307217656,2
T0307214630,T0307218657,2
T0307214630,T0307218658,2
T0306214589,T0307220610,1
T0306214589,T0307220610,1
T0206193588,T0307221615,1
T0307252668,T0307223692,2
T0307233654,T0307224619,2
T0306214589,T0307225628,1
T0307233654,T0307226620,2
T0307233654,T0307229621,2
T0307233654,T0307229625,2
T0307233654,T0307229625,2
T0307252668,T0307230687,2
T0307252668,T0307231687,2
T0307253609,T0307233607,1
T0307253609,T0307234607,1
T0307227651,T0307236639,1
T0307219673,T0307237657,1
T0306243582,T0307238611,1
T0307255678,T0307239677,1
T0307210619,T0307245626,1
T0307232624,T0307245648,2
T0307232624,T0307245649,2
T0307232624,T0307246648,2
T0306214589,T0307247600,2
T0307232624,T0307247644,2
T0307232624,T0307247648,2
T0307232624,T0307249634,1
T0307255678,T0307251647,2
T0307255678,T0307252650,2
T0307255678,T0307253644,2
T0307268634,T0307255641,1
T0307255678,T0307255649,2
T0307255678,T0307255651,2
T0306263578,T0307256609,1
T0306263578,T0307256610,1
T0306263578,T0307256610,1
T0307283621,T0307256649,2
T0307268634,T0307257640,1
T0307283621,T0307260643,2
T0307283621,T0307260646,2
T0307232624,T0307261641,1
T0307232684,T0307262680,1
T0307283621,T0307264644,2
T0307232684,T0307264680,1
T0307295675,T0307265665,2
T0307295675,T0307266668,2
T0307295675,T0307269662,2
T0307247637,T0307271633,1
T0307249685,T0307271674,2
T0307249685,T0307273672,2
T0307249685,T0307273674,2
T0307249685,T0307273675,2
T0407302677,T0307274662,2
T0407302677,T0307275661,2
T0307249685,T0307275671,2
T0306258584,T0307276607,2
T0307252668,T0307276638,1
T0307249685,T0307276670,2
T0407302677,T0307277665,2
T0307249685,T0307277672,2
T0306258584,T0307278610,2
T0306258584,T0307279600,1
T0306258584,T0307279607,2
T0306258584,T0307280610,2
T0407305619,T0307280629,2
T0307252668,T0307280633,1
T0306258584,T0307281606,2
T0306258584,T0307282611,2
T0306258584,T0307283604,1
T0307295675,T0307283646,1
T0307282650,T0307283689,2
T0307268697,T0307284687,1
T0306271582,T0307285601,2
T0306271582,T0307286600,2
T0306271582,T0307288602,2
T0306271582,T0307288606,2
T0407302677,T0307289656,1
T0306271582,T0307290604,2
T0306271582,T0307291603,2
T0407317672,T0307291671,2
T0407317672,T0307291671,2
T0407317672,T0307291671,2
T0407313630,T0307292608,2
T0408306728,T0307292698,2
T0408306728,T0307295695,2
T0306271582,T0307299607,1
T0407329653,T0307299662,2
T0307268697,T0307299678,1
T0308221732,T0308201764,2
T0309229818,T0308201796,2
T0207188692,T0308203726,1
T0208182726,T0308204739,2
T0308221732,T0308204762,2
T0208181719,T0308205721,1
T0308221732,T0308205758,2
T0208182726,T0308206736,2
T0309229818,T0308206798,2
T0308221732,T0308207760,2
T0208182726,T0308208737,2
T0309229818,T0308208798,2
T0309229818,T0308208799,2
T0307206689,T0308209717,2
T0208182726,T0308209741,2
T0309229818,T0308209793,2
T0208182726,T0308210740,2
T0307206689,T0308211710,2
T0208182726,T0308211740,2
T0308202782,T0308212773,1
T0308245758,T0308212777,2
T0308245758,T0308212777,2
T0207188692,T0308215705,2
T0308202782,T0308216769,1
T0308245758,T0308216770,2
T0308245758,T0308218771,2
T0207188692,T0308219704,2
T0308237712,T0308221738,2
T0308237712,T0308222741,2
T0207188692,T0308223708,2
T0308237712,T0308223739,2
T0307232684,T0308225714,2
T0307232684,T0308225718,2
T0308237712,T0308226735,2
T0307232684,T0308227716,2
T0308202782,T0308228758,1
T0307232684,T0308229719,2
T0307232684,T0308230718,2
T0308202782,T0308233754,1
T0307249685,T0308238703,1
T0308276741,T0308240741,2
T0308270769,T0308243789,2
T0308270769,T0308244793,2
T0308242701,T0308245728,2
T0308217796,T0308245799,2
T0308242701,T0308247731,2
T0308242701,T0308248723,2
T0308245758,T0308249751,1
T0308221732,T0308250714,1
T0308221732,T0308250714,1
T0308242701,T0308250725,2
T0308242701,T0308251727,2
T0308237712,T0308252705,1
T0308242701,T0308252726,2
T0307268697,T0308253720,2
T0308245758,T0308253744,1
T0308245758,T0308258734,1
T0308288774,T0308258772,1
T0308242701,T0308260705,1
T0308242701,T0308260705,1
T0308283704,T0308260722,2
T0308288774,T0308260772,1
T0308288774,T0308261772,1
T0308245758,T0308263725,1
T0308296731,T0308265735,2
T0308257773,T0308269784,1
T0308257773,T0308270785,1
T0308266769,T0308270798,2
T0308288774,T0308271773,1
T0308241708,T0308272720,2
T0308288774,T0308272773,1
T0308282778,T0308274789,1
T0407311689,T0308277701,2
T0308264762,T0308277731,2
T0308248710,T0308278704,2
T0308257773,T0308278796,2
T0308264762,T0308279732,2
T0308264762,T0308279734,2
T0308248710,T0308280709,2
T0308264762,T0308280737,2
T0308249781,T0308280772,2
T0308257773,T0308280794,1
T0408310728,T0308281743,2
T0308249781,T0308281770,2
T0308288774,T0308282743,2
T0408314738,T0308283733,2
T0307278694,T0308284725,2
T0307278694,T0308284725,2
T0408314738,T0308284734,2
T0408314738,T0308284737,2
T0308249781,T0308284776,2
T0408306728,T0308285720,1
T0308288774,T0308285741,2
T0308288774,T0308286743,2
T0308288774,T0308287741,2
T0307278694,T0308291721,2
T0407323686,T0308292703,2
T0308266769,T0308293776,1
T0308270769,T0308294739,1
T0407323686,T0308295705,2
T0308270769,T0308296735,1
T0407323686,T0308297704,2
T0209169840,T0309201848,2
T0309237846,T0309202846,2
T0309237846,T0309204850,2
T0309235872,T0309204855,2
T0309235872,T0309204859,2
T0309235872,T0309204862,2
T0309237846,T0309205851,2
T0309235872,T0309205857,2
T0309231856,T0309205883,2
T0309237846,T0309206846,2
T0309237846,T0309206848,2
T0309231856,T0309206882,2
T0309235872,T0309207857,2
T0309235872,T0309207860,2
T0309235872,T0309207862,2
T0309235872,T0309207862,2
T0309235872,T0309207863,2
T0309204868,T0309207870,1
T0309229818,T0309208800,2
T0309235872,T0309208855,2
T0309231856,T0309208875,2
T0209179832,T0309209828,2
T0209179832,T0309209829,2
T0309231856,T0309209879,2
T0309235872,T0309210857,2
T0309210810,T0309218839,2
T0209188881,T0309218877,2
T0309204868,T0309218897,2
T0209188881,T0309219879,2
T0308217796,T0309221813,1
T0309210810,T0309221844,2
T0309235872,T0309223847,1
T0309210810,T0309224838,2
T0309204868,T0309224898,2
T0309210810,T0309225838,2
T0310209903,T0309235897,2
T0309252867,T0309236892,2
T0309252867,T0309236894,2
T0309252867,T0309237887,2
T0309268839,T0309238818,1
T0309237846,T0309238829,1
T0309237846,T0309238831,1
T0309252867,T0309238894,2
T0310209903,T0309238897,2
T0309237846,T0309239816,1
T0309237846,T0309240811,1
T0310209903,T0309241896,2
T0308217796,T0309243801,2
T0309269880,T0309244860,1
T0309240864,T0309244875,1
T0308217796,T0309245801,2
T0309269880,T0309245852,2
T0309240864,T0309245878,1
T0309269880,T0309246850,2
T0309225887,T0309246898,1
T0309269880,T0309247854,2
T0309269880,T0309247856,2
T0309240864,T0309247883,1
T0309269880,T0309249849,2
T0309269880,T0309249851,2
T0309268839,T0309250814,2
T0309268839,T0309250826,1
T0309269880,T0309250856,2
T0309269880,T0309250865,1
T0309269880,T0309251853,2
T0309231826,T0309251857,1
T0309268839,T0309252812,2
T0309231826,T0309252840,2
T0308282778,T0309256814,1
T0309231826,T0309256837,2
T0308282778,T0309258811,1
T0309231826,T0309258844,2
T0309270822,T0309261853,2
T0309285871,T0309262889,2
T0309285871,T0309262893,2
T0309285871,T0309263887,2
T0309270822,T0309264850,2
T0309270822,T0309264857,2
T0309285871,T0309264889,2
T0309285871,T0309267887,2
T0309240864,T0309270878,2
T0309257823,T0309271849,2
T0309240864,T0309272876,2
T0308266769,T0309273801,2
T0309257823,T0309273854,2
T0309257823,T0309277852,2
T0309295805,T0309285842,2
T0410315912,T0309289897,1
T0308257773,T0309290804,1
T0310281918,T0309293886,2
T0309257823,T0309294842,1
T0309285866,T0309294896,2
T0309285866,T0309294898,2
T0309285866,T0309296898,2
T0309285866,T0309297895,2
T0410315912,T0309299885,2
T0310209903,T0310201928,1
T0210195949,T0310206947,1
T0310237982,T0310206982,2
T0310237982,T0310207985,2
T0310237982,T0310209981,2
T0310247998,T0310211990,2
T0210180915,T0310213900,1
T0310247998,T0310215991,2
T0310219977,T0310216990,1
T0310213967,T0310228972,1
T0310252928,T0310229948,1
T0310269958,T0310232959,2
T0310269958,T0310233964,2
T0310252928,T0310235943,1
T0310271982,T0310238998,2
T0310271982,T0310239991,2
T0309225887,T0310240909,2
T0310260999,T0310240974,2
T0310271982,T0310240997,2
T0309225887,T0310241911,2
T0309225887,T0310242912,2
T0310214969,T0310242958,2
T0310219977,T0310244968,2
T0310219977,T0310244972,2
T0310210948,T0310245940,2
T0310210948,T0310245946,2
T0310214969,T0310245957,2
T0310219977,T0310245970,2
T0310271982,T0310245993,2
T0310281918,T0310246935,1
T0310219977,T0310246968,2
T0310214969,T0310247958,2
T0310260999,T0310247977,2
T0310213967,T0310248979,1
T0310247987,T0310256957,2
T0310235989,T0310258987,2
T0310247987,T0310259951,2
T0310247987,T0310259954,2
T0310235989,T0310259989,2
T0310292981,T0310262975,2
T0310235989,T0310263982,2
T0310235989,T0310263985,2
T0310292981,T0310265981,2
T0310294932,T0310266947,2
T0310294932,T0310267953,2
T0310252928,T0310269901,2
T0310252928,T0310270902,2
T0310269958,T0310270946,1
T0310252928,T0310271903,2
T0310252928,T0310271907,2
T0310269958,T0310271932,1
T0310269958,T0310271934,1
T0310252928,T0310274903,2
T0310252928,T0310274906,2
T0310252928,T0310275905,2
T0310262920,T0310276938,2
T0310252928,T0310277903,2
T0410307985,T0310277962,2
T0410307985,T0310277966,2
T0310262920,T0310279940,2
T0310262920,T0310281944,2
T0310255974,T0310281988,2
T0310255974,T0310281990,2
T0410307985,T0310282952,1
T0310255974,T0310283989,2
T0410307985,T0310284963,2
T0310255974,T0310284985,2
T0310255974,T0310285985,2
T0310262920,T0310287937,1
T0410320905,T0310289910,2
T0410314931,T0310290946,2
T0310255974,T0310290987,2
T0410320905,T0310291912,2
T0410307903,T0310291933,2
T0410314931,T0310291949,2
T0410320905,T0310292906,2
T0410314931,T0310292949,2
T0410314931,T0310292950,2
T0410320905,T0310293914,2
T0410307903,T0310293929,2
T0410307903,T0310294931,2
T0410307903,T0310294934,2
T0410320905,T0310295908,2
T0410307985,T0310295970,1
T0410307903,T0310296934,2
T0410320905,T0310297909,2
T0410334963,T0310299972,2
T0401331004,T0401300029,1
T0301268020,T0401301016,2
T0301268020,T0401301016,2
T0401309060,T0401303038,1
T0401331004,T0401304026,1
T0401327046,T0401304036,1
T0401327046,T0401305036,1
T0301272087,T0401305087,2
T0401327046,T0401306037,1
T0101075032,T0401307000,1
T0401339053,T0401307070,2
T0401327046,T0401308014,2
T0401327046,T0401309017,2
T0401339053,T0401310071,2
T0302298117,T0401310084,2
T0401329022,T0401311043,1
T0401339053,T0401312068,2
T0301290083,T0401313066,1
T0401327046,T0401314015,2
T0401327046,T0401316015,2
T0401331004,T0401317015,1
T0402344119,T0401318096,1
T0301290083,T0401319062,1
T0401331004,T0401321012,1
T0401329022,T0401323029,1
T0301290083,T0401324058,1
T0402344119,T0401324093,2
T0402344119,T0401325092,2
T0402344119,T0401325095,2
T0402314109,T0401334085,2
T0402314109,T0401335085,2
T0401339053,T0401341049,1
T0401315009,T0401344015,2
T0401315009,T0401344015,2
T0401329022,T0401345003,2
T0401315009,T0401345015,2
T0401338024,T0401346059,2
T0401329022,T0401347004,2
T0401315009,T0401347012,2
T0401374043,T0401347053,2
T0401374043,T0401349049,2
T0401338024,T0401351058,2
T0401329022,T0401352005,2
T0401339053,T0401352028,1
T0401338024,T0401352058,2
T0402338121,T0401352099,1
T0402338121,T0401352099,1
T0401329022,T0401353003,2
T0401339053,T0401355022,1
T0401338024,T0401356030,1
T0401397088,T0401358091,1
T0401397088,T0401359091,1
T0401394006,T0401360011,2
T0401349037,T0401361057,2
T0402338121,T0401361084,1
T0401394006,T0401362008,2
T0401349037,T0401362062,2
T0401381022,T0401363003,2
T0401394006,T0401363009,2
T0401349037,T0401363065,2
T0401381022,T0401368002,2
T0101075032,T0401370000,1
T0401338024,T0401373035,1
T0401338024,T0401373036,1
T0401374043,T0401376035,1
T0401349037,T0401376051,1
T0401396042,T0401377059,2
T0401396042,T0401377060,2
T0401374043,T0401378028,1
T0401374043,T0401380022,1
T0501411016,T0401380023,2
T0401396042,T0401381060,2
T0401396042,T0401381066,2
T0501411016,T0401383019,2
T0501411016,T0401383025,2
T0401374029,T0401385003,2
T0501411016,T0401387027,2
T0101075032,T0401388000,1
T0501412034,T0401388013,2
T0401357025,T0401388036,2
T0501412034,T0401389012,2
T0401357025,T0401389037,2
T0401372025,T0401389053,2
T0401357025,T0401390033,2
T0401357025,T0401390035,2
T0401372025,T0401391050,2
T0501412034,T0401392017,2
T0401357025,T0401392031,2
T0401372025,T0401392053,2
T0401372025,T0401393051,2
T0401372025,T0401396051,2
T0401372025,T0401397053,2
T0401397088,T0401399052,2
T0402338121,T0402305138,2
T0402338121,T0402307140,2
T0302280137,T0402313132,2
T0302280137,T0402316137,2
T0302285140,T0402317131,2
T0302285140,T0402318128,2
T0402328138,T0402318176,1
T0402318151,T0402324159,1
T0402324135,T0402324164,2
T0402328138,T0402326146,1
T0402324135,T0402329166,2
T0402318151,T0402331169,1
T0402318151,T0402332170,1
T0402308194,T0402332192,1
T0402354146,T0402336142,1
T0402318151,T0402341171,2
T0402318151,T0402341182,1
T0403332209,T0402341189,1
T0402354146,T0402342115,2
